Date Raw;Date Parsed;Sales Count;Volume;Volume USD;Cummulative Volume;Cummulative Volume USD
1578096000000;01/04/2020;29;1.1646817430555556;155.725;431.0678727016782;89805.83099999993
1578182400000;01/05/2020;6;0.0768;10.302;431.1446727016782;89816.13299999993
1578268800000;01/06/2020;27;2.009128174603174;271.2389999999997;433.15380087628137;90087.37199999993
1578355200000;01/07/2020;0;0;0;433.15380087628137;90087.37199999993
1578441600000;01/08/2020;0;0;0;433.15380087628137;90087.37199999993
1578528000000;01/09/2020;1;2;280.548;435.15380087628137;90367.91999999993
1578614400000;01/10/2020;0;0;0;435.15380087628137;90367.91999999993
1578700800000;01/11/2020;9;6.34545928433642;917.5840000000001;441.4992601606178;91285.50399999993
1578787200000;01/12/2020;7;1.1675999999999995;166.013;442.6668601606178;91451.51699999993
1578873600000;01/13/2020;3;0.10999999999999999;15.997;442.7768601606178;91467.51399999994
1578960000000;01/14/2020;1;0.5;71.794;443.2768601606178;91539.30799999993
1579046400000;01/15/2020;2;4.156;689.861;447.4328601606178;92229.16899999994
1579132800000;01/16/2020;3;1.0745;178.639;448.5073601606178;92407.80799999993
1579219200000;01/17/2020;10;0.8916545717592592;146.058;449.39901473237705;92553.86599999994
1579305600000;01/18/2020;19;15.151059837229937;2593.197;464.550074569607;95147.06299999994
1579392000000;01/19/2020;0;0;0;464.550074569607;95147.06299999994
1579478400000;01/20/2020;5;0.2629621557484568;43.817;464.81303672535546;95190.87999999993
1579564800000;01/21/2020;14;2.130747412384259;355.704;466.9437841377397;95546.58399999993
1579651200000;01/22/2020;40;0.20800000000000013;35.202000000000005;467.15178413773975;95581.78599999993
1579737600000;01/23/2020;2;0.7029;117.966;467.85468413773975;95699.75199999993
1579824000000;01/24/2020;1;0.14;22.753;467.99468413773974;95722.50499999993
1579910400000;01/25/2020;1;0.003;0.487;467.9976841377397;95722.99199999993
1579996800000;01/26/2020;3;0.03800075578703704;6.105;468.03568489352676;95729.09699999992
1580083200000;01/27/2020;2;0.005899456018518519;0.989;468.0415843495453;95730.08599999992
1580169600000;01/28/2020;0;0;0;468.0415843495453;95730.08599999992
1580256000000;01/29/2020;18;2.0579972174403856;360.543;470.0995815669857;96090.62899999993
1580342400000;01/30/2020;12;2.2047813740079363;382.9870000000001;472.30436294099366;96473.61599999992
1580428800000;01/31/2020;1;0.1;18.473;472.4043629409937;96492.08899999992
1580515200000;02/01/2020;2;0.2;35.846;472.60436294099367;96527.93499999992
1580601600000;02/02/2020;1;0.0028;0.513;472.60716294099365;96528.44799999993
1580688000000;02/03/2020;0;0;0;472.60716294099365;96528.44799999993
1580774400000;02/04/2020;2;0.525;99.67699999999999;473.1321629409936;96628.12499999993
1580860800000;02/05/2020;0;0;0;473.1321629409936;96628.12499999993
1580947200000;02/06/2020;7;0.4981158564814815;101.54499999999997;473.6302787974751;96729.66999999993
1581033600000;02/07/2020;30;2.192502562334656;466.42500000000024;475.82278135980977;97196.09499999993
1581120000000;02/08/2020;29;0.3904203221450618;87.16599999999991;476.21320168195484;97283.26099999993
1581206400000;02/09/2020;7;0.10935333217592592;24.419;476.3225550141308;97307.67999999992
1581292800000;02/10/2020;1;0.02;4.566;476.34255501413077;97312.24599999993
1581379200000;02/11/2020;0;0;0;476.34255501413077;97312.24599999993
1581465600000;02/12/2020;60;10.035141143904314;2376.168999999998;486.37769615803506;99688.41499999992
1581552000000;02/13/2020;18;1.6675481151699643;440.28699999999986;488.045244273205;100128.70199999992
1581638400000;02/14/2020;3;0.32;85.654;488.365244273205;100214.35599999991
1581724800000;02/15/2020;1;0.275;78.164;488.640244273205;100292.51999999992
1581811200000;02/16/2020;2;0.2358049614197531;62.229;488.87604923462476;100354.74899999992
1581897600000;02/17/2020;1;0.18;47.188;489.05604923462477;100401.93699999992
1581984000000;02/18/2020;1;0.015;4.019;489.07104923462475;100405.95599999992
1582070400000;02/19/2020;4;0.33769043981481484;95.211;489.4087396744396;100501.16699999991
1582156800000;02/20/2020;3;0.29;75.164;489.6987396744396;100576.33099999992
1582243200000;02/21/2020;0;0;0;489.6987396744396;100576.33099999992
1582329600000;02/22/2020;12;1.9676709045390501;521.7560000000001;491.6664105789786;101098.08699999991
1582416000000;02/23/2020;3;1.4162340277777778;369.632;493.0826446067564;101467.71899999991
1582502400000;02/24/2020;2;2.4271226851851853;666.563;495.50976729194156;102134.2819999999
1582588800000;02/25/2020;12;2.4353761574074073;645.963;497.94514344934896;102780.24499999991
1582675200000;02/26/2020;1;0.13;32.281;498.07514344934896;102812.52599999991
1582761600000;02/27/2020;4;0.1408136904761905;31.657000000000004;498.21595713982515;102844.18299999992
1582848000000;02/28/2020;4;0.2338;52.70399999999999;498.4497571398251;102896.88699999992
1582934400000;02/29/2020;1;0.045;10.247;498.49475713982514;102907.13399999992
1583020800000;03/01/2020;2;0.02;4.366;498.5147571398251;102911.49999999991
1583107200000;03/02/2020;0;0;0;498.5147571398251;102911.49999999991
1583193600000;03/03/2020;4;0.6019;139.448;499.1166571398251;103050.94799999992
1583280000000;03/04/2020;5;1.1419;255.73999999999998;500.25855713982514;103306.68799999992
1583366400000;03/05/2020;4;0.5538000000000001;124.126;500.81235713982517;103430.81399999993
1583452800000;03/06/2020;2;0.3525;80.398;501.1648571398252;103511.21199999993
1583539200000;03/07/2020;2;0.28500000000000003;69.608;501.4498571398252;103580.81999999992
1583625600000;03/08/2020;7;0.05047199074074074;11.98;501.50032913056594;103592.79999999992
1583712000000;03/09/2020;2;0.29500000000000004;58.650999999999996;501.79532913056596;103651.45099999991
1583798400000;03/10/2020;3;1.527095486111111;306.713;503.3224246166771;103958.16399999992
1583884800000;03/11/2020;15;0.17906000000000005;35.94600000000002;503.5014846166771;103994.10999999991
1583971200000;03/12/2020;1;0.27421577380952383;53.258;503.77570039048663;104047.36799999991
1584057600000;03/13/2020;0;0;0;503.77570039048663;104047.36799999991
1584144000000;03/14/2020;3;12.86190546103395;1705.14;516.6376058515206;105752.50799999991
1584230400000;03/15/2020;0;0;0;516.6376058515206;105752.50799999991
1584316800000;03/16/2020;4;0.0155;1.9320000000000002;516.6531058515205;105754.43999999992
1584403200000;03/17/2020;1;0.14;15.539;516.7931058515205;105769.97899999992
1584489600000;03/18/2020;3;0.0095;1.113;516.8026058515205;105771.09199999992
1584576000000;03/19/2020;5;1.0370000000000001;122.055;517.8396058515206;105893.14699999991
1584662400000;03/20/2020;13;0.1855116515700483;25.37999999999999;518.0251175030907;105918.52699999991
1584748800000;03/21/2020;6;2.352;310.381;520.3771175030906;106228.90799999991
1584835200000;03/22/2020;17;1.714181995261895;226.17499999999995;522.0912994983526;106455.08299999991
1584921600000;03/23/2020;5;0.8010111233796297;98.13999999999999;522.8923106217322;106553.22299999991
1585008000000;03/24/2020;3;0.4099152772266314;55.580000000000005;523.3022258989589;106608.80299999991
1585094400000;03/25/2020;12;23.505347782407405;3261.99;546.8075736813663;109870.79299999992
1585180800000;03/26/2020;0;0;0;546.8075736813663;109870.79299999992
1585267200000;03/27/2020;10;0.40658473090277775;56.419999999999995;547.2141584122691;109927.21299999992
1585353600000;03/28/2020;50;10.975197804555213;1429.9159999999997;558.1893562168243;111357.12899999991
