Date Raw;Date Parsed;Axie Presale ETH;Axie Presale USD;Land Presale ETH;Land Presale USD;Marketplace Fee ETH;Marketplace Fee USD;Breeding Fee ETH;Breeding Fee USD
1570492800000;10/08/2019;988.4278625790153;501703.51700000005;3954.464685079993;500312.6010000016;172.40334229258704;34503.05629250001;178.87200000000027;32088.80000000001
1570579200000;10/09/2019;988.4278625790153;501703.51700000005;3954.464685079993;500312.6010000016;172.55646058272882;34530.73879500001;179.29800000000026;32165.90600000001
1570665600000;10/10/2019;988.4278625790153;501703.51700000005;3954.464685079993;500312.6010000016;172.6530387689927;34549.411085000014;180.17400000000026;32335.41200000001
1570752000000;10/11/2019;988.4278625790153;501703.51700000005;3955.3646850799933;500484.5370000016;172.71185180886638;34560.64642750001;183.04600000000016;32883.964000000014
1570838400000;10/12/2019;988.4278625790153;501703.51700000005;3955.3646850799933;500484.5370000016;172.73956665514532;34565.65033500001;183.39200000000017;32946.417000000016
1570924800000;10/13/2019;988.4278625790153;501703.51700000005;3955.3646850799933;500484.5370000016;172.77976544637409;34572.884090000014;183.93800000000016;33044.697000000015
1571011200000;10/14/2019;988.4278625790153;501703.51700000005;3955.3646850799933;500484.5370000016;172.8254181908382;34581.16020000001;185.01800000000017;33240.71700000001
1571097600000;10/15/2019;988.4278625790153;501703.51700000005;3955.3646850799933;500484.5370000016;173.11983189123512;34636.102212500016;185.78600000000017;33383.949000000015
1571184000000;10/16/2019;988.4278625790153;501703.51700000005;3955.3646850799933;500484.5370000016;173.15998159635066;34643.35899250001;186.25600000000017;33468.784000000014
1571270400000;10/17/2019;988.4278625790153;501703.51700000005;3955.3646850799933;500484.5370000016;173.28832077393628;34665.82521500001;186.52000000000018;33514.98400000001
1571356800000;10/18/2019;988.4278625790153;501703.51700000005;3955.3646850799933;500484.5370000016;173.31463511682574;34670.49531750002;187.51800000000017;33692.12900000001
1571443200000;10/19/2019;988.4278625790153;501703.51700000005;3955.3646850799933;500484.5370000016;173.42732308088068;34689.977657500014;188.08000000000018;33789.35500000001
1571529600000;10/20/2019;988.4278625790153;501703.51700000005;3955.3646850799933;500484.5370000016;173.46881135939486;34697.10778750001;188.48200000000017;33858.49900000001
1571616000000;10/21/2019;988.4278625790153;501703.51700000005;3955.814685079993;500563.38200000155;173.55653134385526;34712.47693500001;189.03000000000017;33954.39900000001
1571702400000;10/22/2019;988.4278625790153;501703.51700000005;3955.814685079993;500563.38200000155;173.66392623028946;34731.20185500002;189.51800000000017;34039.555000000015
1571788800000;10/23/2019;988.4278625790153;501703.51700000005;3955.814685079993;500563.38200000155;173.8871799708238;34769.47344500002;189.78600000000017;34085.517000000014
1571875200000;10/24/2019;988.4278625790153;501703.51700000005;3955.814685079993;500563.38200000155;174.00601383419516;34788.675242500016;190.03600000000017;34125.892000000014
1571961600000;10/25/2019;988.4278625790153;501703.51700000005;3955.814685079993;500563.38200000155;174.18787732317784;34817.89676750002;190.88600000000017;34262.31700000002
1572048000000;10/26/2019;988.4278625790153;501703.51700000005;3956.264685079993;500645.03600000154;174.33108204263917;34843.88186250001;191.36000000000016;34348.34800000002
1572134400000;10/27/2019;988.4278625790153;501703.51700000005;3957.164685079993;500806.61800000153;174.41180563655374;34858.37457500001;191.90000000000015;34445.27800000002
1572220800000;10/28/2019;988.4278625790153;501703.51700000005;3957.164685079993;500806.61800000153;175.00743290042686;34967.72041250001;192.93000000000015;34634.28300000002
1572307200000;10/29/2019;988.4278625790153;501703.51700000005;3957.614685079993;500888.4560000015;175.05933605942494;34977.159650000016;193.54000000000016;34745.303000000014
1572393600000;10/30/2019;988.4278625790153;501703.51700000005;3957.614685079993;500888.4560000015;175.0828867749371;34981.646247500015;194.05600000000015;34843.60100000002
1572480000000;10/31/2019;988.4278625790153;501703.51700000005;3957.614685079993;500888.4560000015;175.12666560229118;34989.66366000001;194.79000000000016;34977.92300000002
1572566400000;11/01/2019;988.4278625790153;501703.51700000005;3957.614685079993;500888.4560000015;175.16113794693507;34995.96373250001;195.27000000000015;35065.76300000001
1572652800000;11/02/2019;988.4278625790153;501703.51700000005;3957.614685079993;500888.4560000015;175.23615181994688;35009.69590750001;195.84600000000015;35171.17100000002
1572739200000;11/03/2019;988.4278625790153;501703.51700000005;3957.614685079993;500888.4560000015;175.30018317851622;35021.42739500001;196.49800000000013;35290.487000000016
1572825600000;11/04/2019;988.4278625790153;501703.51700000005;3957.614685079993;500888.4560000015;175.43987501426923;35046.82658500001;197.27800000000013;35432.447000000015
1572912000000;11/05/2019;988.4278625790153;501703.51700000005;3957.614685079993;500888.4560000015;175.53327751817065;35064.17738000001;198.87000000000015;35728.55900000002
1572998400000;11/06/2019;988.4278625790153;501703.51700000005;3957.614685079993;500888.4560000015;175.66266864577508;35088.65376750001;200.74000000000015;36081.989000000016
1573084800000;11/07/2019;988.4278625790153;501703.51700000005;3958.514685079993;501060.6260000015;175.69656206264446;35095.13756750001;202.91000000000014;36497.54400000001
1573171200000;11/08/2019;988.4278625790153;501703.51700000005;3958.9646850799927;501143.2790000015;175.88508372307822;35130.35638750001;205.90400000000002;37057.42200000003
1573257600000;11/09/2019;988.4278625790153;501703.51700000005;3959.4146850799925;501225.9320000015;175.91797912603298;35136.398867500015;208.31199999999998;37499.29000000004
1573344000000;11/10/2019;988.4278625790153;501703.51700000005;3959.4146850799925;501225.9320000015;175.9380667624728;35140.11430250001;210.97199999999992;37991.39000000004
1573430400000;11/11/2019;988.4278625790153;501703.51700000005;3959.8646850799923;501311.0020000015;175.96442896137586;35145.09800250001;212.10799999999992;38206.09400000004
1573516800000;11/12/2019;988.4278625790153;501703.51700000005;3964.814685079992;502225.9600000015;175.99404394342093;35150.57221500001;212.8019999999999;38334.48400000004
1573603200000;11/13/2019;988.4278625790153;501703.51700000005;3964.814685079992;502225.9600000015;176.0295684117083;35157.21060750001;213.91199999999992;38542.05400000004
1573689600000;11/14/2019;988.4278625790153;501703.51700000005;3964.814685079992;502225.9600000015;176.06653713281366;35164.15459750001;214.77399999999992;38704.110000000044
1573776000000;11/15/2019;988.4278625790153;501703.51700000005;3964.814685079992;502225.9600000015;176.59085394534955;35261.04249750001;215.78199999999993;38890.59000000005
1573862400000;11/16/2019;988.4278625790153;501703.51700000005;3964.814685079992;502225.9600000015;176.60422121307042;35263.45088750002;216.68799999999993;39053.67000000005
1573948800000;11/17/2019;988.4278625790153;501703.51700000005;3964.814685079992;502225.9600000015;178.51080719286182;35611.65194000001;217.87399999999994;39270.11500000005
1574035200000;11/18/2019;988.4278625790153;501703.51700000005;3973.3646850799923;503799.05900000146;178.7799331126031;35661.16830750001;219.48999999999995;39567.459000000046
1574121600000;11/19/2019;988.4278625790153;501703.51700000005;3973.3646850799923;503799.05900000146;178.79767014596013;35664.332432500014;220.24399999999994;39702.048000000046
1574208000000;11/20/2019;988.4278625790153;501703.51700000005;3973.3646850799923;503799.05900000146;179.80855284896361;35842.06613500001;221.39799999999994;39905.152000000046
1574294400000;11/21/2019;988.4278625790153;501703.51700000005;3973.3646850799923;503799.05900000146;179.97353413584483;35870.90582500001;222.38999999999993;40078.752000000044
1574380800000;11/22/2019;988.4278625790153;501703.51700000005;3973.3646850799923;503799.05900000146;180.04677392713342;35882.70879750001;222.91799999999992;40163.760000000046
1574467200000;11/23/2019;988.4278625790153;501703.51700000005;3974.2646850799924;503933.9930000015;180.15768626362987;35899.33828250001;224.41399999999993;40388.16000000005
